iter|name|node_count|density|distribution_name|mean|std|skewness|execution_time|Deltas|deltas
10|cs_bfs|25|0.6|normal|50|30|10|0.003003358840942383|[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 8, 8, 4, 4, 2, 1]|[82.0, 56.0, 53.0, 63.0, 57.0, 69.0, 67.0, 49.0, 49.0, 18.0, 62.0, 26.0, 71.0, 44.0, 33.0, 44.0, 20.0, False, 9.0, False, 7.0, False, False, False]
10|cs_dfs|25|0.6|normal|50|30|10|0.005002737045288086|[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 8, 4, 4, 2, 1, 1]|[82.0, 67.0, 69.0, 53.0, 18.0, 56.0, 53.0, 50.0, 59.0, 57.0, 53.0, 37.0, 63.0, 20.0, 19.0, 24.0, 18.0, 54.0, 20.0, False, False, 6.0, False, False, 1.0, False]
11|cs_bfs|25|0.6|normal|50|30|0|0.00299835205078125|[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 8, 8, 4, 2, 2, 2, 1]|[96.0, 33.0, 59.0, 38.0, 65.0, 33.0, 59.0, 35.0, 18.0, 33.0, 28.0, 17.0, 16.0, 17.0, 23.0, 19.0, 44.0, 16.0, False, 11.0, False, False, 3.0, 3.0, False, False]
11|cs_dfs|25|0.6|normal|50|30|0|0.00299835205078125|[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 8, 8, 8, 4, 2, 2, 2, 2, 1, 1]|[96.0, 35.0, 59.0, 20.0, 57.0, 31.0, 33.0, 16.0, 25.0, 65.0, 38.0, 59.0, 33.0, 21.0, 19.0, 33.0, False, 8.0, 10.0, False, False, 2.0, 2.0, 3.0, False, 1.0, False]
12|cs_bfs|25|0.8|normal|50|30|-10|0.0019941329956054688|[8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4, 4, 2, 1]|[41.0, 17.0, 20.0, 12.0, 17.0, 12.0, False, 6.0, False, False, False]
12|cs_dfs|25|0.8|normal|50|30|-10|0.0020132064819335938|[8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 4, 2, 1, 1]|[17.0, 29.0, 41.0, 11.0, 26.0, False, False, False, 1.0, False]
13|cs_bfs|25|0.8|normal|50|30|10|0.0029976367950439453|[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 16, 8, 8, 8, 4, 4, 2, 1]|[76.0, 93.0, 49.0, 64.0, 63.0, 49.0, 37.0, 49.0, 92.0, 44.0, 57.0, 48.0, False, False, 9.0, 8.0, False, 5.0, False, False, False]
13|cs_dfs|25|0.8|normal|50|30|10|0.0029916763305664062|[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 16, 8, 8, 4, 4, 2, 2, 1]|[76.0, 57.0, 62.0, 63.0, 64.0, 37.0, 53.0, 49.0, 49.0, 36.0, 53.0, 36.0, 93.0, False, False, 8.0, False, 4.0, False, 3.0, False, False]
14|cs_bfs|25|0.8|normal|50|30|0|0.001998424530029297|[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 8, 8, 4, 4, 4, 4, 4, 2, 2, 2, 1]|[46.0, 56.0, 36.0, 20.0, 21.0, 22.0, 51.0, 30.0, 22.0, 22.0, 23.0, 22.0, 31.0, 23.0, False, 10.0, False, 5.0, 7.0, 7.0, 5.0, False, 3.0, 2.0, False, False]
14|cs_dfs|25|0.8|normal|50|30|0|0.001999378204345703|[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 8, 8, 8, 8, 4, 4, 4, 4, 4, 2, 1, 1]|[16.0, 27.0, 22.0, 20.0, 36.0, 22.0, 56.0, 16.0, 21.0, 46.0, 21.0, 30.0, 16.0, 29.0, 18.0, 17.0, False, 9.0, 9.0, 9.0, False, 7.0, 6.0, 4.0, 6.0, False, False, 1.0, False]
15|cs_bfs|50|0.2|normal|50|30|-10|0.028998851776123047|[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]|[23.0, 23.0, 30.0, 38.0, 26.0, 45.0, 32.0, 41.0, 43.0, 19.0, 24.0, 40.0, 31.0, 36.0, 20.0, 27.0, 22.0, 36.0, 42.0, 36.0, 16.0, 16.0, 22.0, 36.0, 34.0, 17.0, 28.0, 23.0, 27.0, 20.0, 30.0, 16.0, 16.0, False, 8.0, 11.0, 12.0, 9.0, 12.0, 10.0, 13.0, 11.0, False, 4.0, 5.0, 4.0, 6.0, 4.0, 6.0, 4.0, 5.0, 5.0, False, 2.0, 3.0, 2.0, False, 1.0, 1.0, 1.0, 1.0, 1.0, False]
15|cs_dfs|50|0.2|normal|50|30|-10|0.019008159637451172|[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 1, 1, 1, 1, 1]|[36.0, 42.0, 36.0, 22.0, 31.0, 17.0, 16.0, 27.0, 20.0, 36.0, 40.0, 16.0, 45.0, 38.0, 24.0, 22.0, 19.0, 43.0, 41.0, 27.0, 23.0, 20.0, 20.0, 32.0, 23.0, 30.0, 26.0, 16.0, 30.0, 34.0, 22.0, 16.0, 23.0, 17.0, False, 11.0, 13.0, 9.0, 12.0, 8.0, 9.0, 10.0, 10.0, False, 4.0, 6.0, 6.0, 5.0, 4.0, 4.0, 5.0, 6.0, 4.0, 4.0, 7.0, False, 3.0, 2.0, False, 1.0, 1.0, 1.0, 1.0, False]
16|cs_bfs|50|0.2|normal|50|30|10|0.022985458374023438|[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 16, 16, 16, 16, 16, 16, 16, 16, 16, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1]|[50.0, 48.0, 58.0, 55.0, 58.0, 56.0, 78.0, 51.0, 54.0, 61.0, 60.0, 55.0, 52.0, 61.0, 65.0, 58.0, 69.0, 52.0, 74.0, 52.0, 64.0, 66.0, 104.0, 60.0, 89.0, 68.0, 57.0, 52.0, 85.0, 67.0, 61.0, 64.0, 87.0, 59.0, 33.0, 49.0, 39.0, 49.0, 54.0, 53.0, 43.0, 40.0, 59.0, 53.0, False, 29.0, 21.0, 20.0, 19.0, 19.0, 16.0, 20.0, 23.0, False, 8.0, 8.0, 8.0, 11.0, 8.0, 8.0, 8.0, 11.0, 10.0, False, 4.0, 4.0, 4.0, 6.0, 6.0, 6.0, 5.0, False, 2.0, 3.0, 3.0, 2.0, False, 1.0, 1.0, 1.0, False]
16|cs_dfs|50|0.2|normal|50|30|10|0.017014741897583008|[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 16, 16, 16, 16, 16, 16, 16, 16, 16, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 4, 4, 4, 4, 4, 4, 4, 2, 2, 1, 1]|[59.0, 87.0, 51.0, 64.0, 65.0, 61.0, 40.0, 67.0, 85.0, 52.0, 57.0, 49.0, 68.0, 89.0, 60.0, 104.0, 66.0, 52.0, 64.0, 69.0, 56.0, 52.0, 74.0, 50.0, 55.0, 32.0, 52.0, 58.0, 65.0, 61.0, 49.0, 60.0, 61.0, 54.0, 51.0, 78.0, 56.0, 39.0, 58.0, 49.0, 55.0, 58.0, 53.0, 48.0, False, 16.0, 23.0, 20.0, 17.0, 19.0, 19.0, 24.0, 22.0, False, 9.0, 8.0, 8.0, 13.0, 11.0, 12.0, 8.0, 9.0, 9.0, False, 7.0, 6.0, 6.0, 7.0, 4.0, 4.0, False, 2.0, False, 1.0, False]
17|cs_bfs|50|0.2|normal|50|30|0|0.022985458374023438|[32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 16, 16, 16, 16, 16, 16, 16, 16, 8, 8, 8, 8, 8, 8, 8, 8, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]|[86.0, 39.0, 42.0, 42.0, 43.0, 64.0, 69.0, 39.0, 43.0, 32.0, 51.0, 55.0, 82.0, 32.0, 58.0, 39.0, 41.0, 32.0, 46.0, 42.0, 33.0, 37.0, 55.0, 32.0, 48.0, 36.0, 33.0, 49.0, 61.0, False, 22.0, 28.0, 21.0, 29.0, 22.0, 19.0, 18.0, False, 9.0, 12.0, 13.0, 14.0, 9.0, 13.0, 14.0, False, 5.0, 7.0, 5.0, 6.0, 4.0, 4.0, 5.0, False, 2.0, 2.0, 3.0, 2.0, 3.0, False, 1.0, 1.0, 1.0, 1.0, False]
